,Unnamed: 0,Url,Title,Company,Location,Last_Updated,Rent,Unit,Availability,Phone,AverageRating,# of Reviwer,WalkScore,WalkScore_desc,TransitScore,TransitScore_desc,Rent_by_room,Studio,1 Bed,2 Beds,3 Beds,4 Beds,lat,lng
130,132,https://www.apartments.com/the-evalee-apartments-pittsburgh-pa/4vvnhrh/,The Evalee Apartments,JoCo Partners,"5 Dorchester Dr, Pittsburgh, PA 15241",2 wks Ago,"$945 - 1,620",1-2 Bed,,844-274-9864,4.8,1 Renter Reviews,62,Somewhat Walkable,52,Good Transit,"{'1 Bed': '$945 – 995', '2 Beds': '$1,135 – 1,620'}",,970.0,1377.5,,,40.340319,-80.0508258
131,133,https://www.apartments.com/webster-hall-pittsburgh-pa/bd2hm3b/,Webster Hall,,"101 N Dithridge St, Pittsburgh, PA 15213",2 wks Ago,"$1,134 - 2,448",Studio - 3 Bed,,844-866-8124,5.0,,91,Walker's Paradise,71,Excellent Transit,"{'Studio': '$1,134 – 1,178', '1 Bed': '$1,331 – 1,603', '2 Beds': '$1,705 – 2,027', '3 Beds': '$2,423 – 2,448'}",1156.0,1467.0,1866.0,2435.5,,40.4471576,-79.9512716
132,134,https://www.apartments.com/pleasantview-place-pgh-pa/7v87dzx/,Pleasantview Place,,"1000 Wingate Dr, Pgh, PA 15205",2 wks Ago,"$1,050 - 1,400",1-2 Bed,,412-385-2772,4.0,2 Renter Reviews,9,Car-Dependent,20,Minimal Transit,"{'1 Bed': '$1,050 – 1,100', '2 Beds': '$1,200 – 1,400'}",,1075.0,1300.0,,,40.444516,-80.1138508
133,135,https://www.apartments.com/amberson-gardens-pittsburgh-pa/w2vgfbj/,Amberson Gardens,,"1-4 Bayard Rd, Pittsburgh, PA 15213",2 wks Ago,"$875 - 1,370",Studio - 2 Bed,,844-783-3361,4.0,2 Renter Reviews,79,Very Walkable,72,Excellent Transit,"{'Studio': '$875', '1 Bed': '$980 – 1,010', '2 Beds': '$1,370'}",875.0,995.0,1370.0,,,40.4532837,-79.94240789999999
134,136,https://www.apartments.com/the-flats-at-southside-works-pittsburgh-pa/099wh00/,The Flats at SouthSide Works,Soffer Organization,"2603-2655 E Carson St, Pittsburgh, PA 15203",2 wks Ago,"$1,270 - 2,200",1-2 Bed,,412-567-6659,4.9,5 Renter Reviews,89,Very Walkable,65,Good Transit,"{'1 Bed': '$1,270 – 1,445', '2 Beds': '$1,900 – 2,200'}",,1357.5,2050.0,,,40.4276356,-79.9681619
135,137,https://www.apartments.com/the-woodhawk-club-pittsburgh-pa/cwgdbxe/,The Woodhawk Club,,"1000 Johnanna Dr, Pittsburgh, PA 15237",2 wks Ago,"$868 - 1,349",1-2 Bed,,844-263-3864,5.0,1 Renter Reviews,38,Car-Dependent,33,Some Transit,"{'1 Bed': '$868 – 1,000', '2 Beds': '$1,018 – 1,349'}",,934.0,1183.5,,,40.5468851,-80.01248869999999
136,138,https://www.apartments.com/st-clair-woods-apartments-pittsburgh-pa/cp673fe/,St. Clair Woods Apartments,,"1000 Painters Dr, Pittsburgh, PA 15228",2 wks Ago,$875 - 975,2 Bed,,844-274-9865,4.0,5 Renter Reviews,10,Car-Dependent,22,Minimal Transit,{'2 Beds': '$875 – 975'},,,925.0,,,40.361996,-80.068642
137,139,https://www.apartments.com/the-forest-apartments-pittsburgh-pa/vc35qxg/,The Forest Apartments,,"801 Smokey Wood Dr, Pittsburgh, PA 15218",2 wks Ago,$780 - 885,1-2 Bed,,412-345-8290,4.0,1 Renter Reviews,49,Car-Dependent,47,Some Transit,"{'1 Bed': '$780 – 795', '2 Beds': '$885'}",,787.5,885.0,,,40.4246245,-79.8756667
138,140,https://www.apartments.com/fairfax-apartments-pittsburgh-pa/ydfmv1s/,Fairfax Apartments,Beacon Communities LLC,"4614 5th Ave, Pittsburgh, PA 15213",2 wks Ago,"$1,215",Studio,,844-361-5671,5.0,,89,Very Walkable,71,Excellent Transit,"{'Studio': '$1,215'}",1215.0,,,,,40.4468557,-79.94813359999999
139,141,https://www.apartments.com/devon-towers-pittsburgh-pa/r9y0cp1/,Devon Towers,"NDC Real Estate, LLC","4920 CENTRE Ave, Pittsburgh, PA 15213",2 wks Ago,"$999 - 1,150",Studio - 2 Bed,,844-248-8214,4.0,,82,Very Walkable,71,Excellent Transit,"{'Studio': '$999', '2 Beds': '$1,150'}",999.0,,1150.0,,,40.4535432,-79.945458
140,142,https://www.apartments.com/hoodridge-court-apartments-and-townhomes-pittsburgh-pa/gxw6d9w/,Hoodridge Court Apartments and Townhomes,Union Real Estate Company,"452 Hoodridge Dr, Pittsburgh, PA 15234",2 wks Ago,$590 - 865,Studio - 2 Bed,,412-357-2889,4.0,3 Renter Reviews,54,Somewhat Walkable,54,Good Transit,"{'Studio': '$590', '1 Bed': '$705 – 720', '2 Beds': '$820 – 865'}",590.0,712.5,842.5,,,40.3672146,-80.03295229999999
141,143,https://www.apartments.com/ambassador-apartments-pittsburgh-pa/ve0f53d/,Ambassador Apartments,Union Real Estate Company,"4733 Centre Ave, Pittsburgh, PA 15213",2 wks Ago,$845 - 990,Studio - 1 Bed,,844-480-0227,4.0,1 Renter Reviews,89,Very Walkable,68,Good Transit,"{'Studio': '$845', '1 Bed': '$970 – 990'}",845.0,980.0,,,,40.4532598,-79.9486026
142,144,https://www.apartments.com/colony-east-townhomes-pittsburgh-pa/h70hwy3/,Colony East Townhomes,,"15 Boulder Dr, Pittsburgh, PA 15239",2 wks Ago,$730 - 910,2 Bed,,844-287-6161,4.0,1 Renter Reviews,25,Car-Dependent,28,Some Transit,{'2 Beds': '$730 – 910'},,,820.0,,,40.4867094,-79.7798234
143,145,https://www.apartments.com/brinton-manor-pittsburgh-pa/wzthtkl/,Brinton Manor,,"3000 Locust St, Pittsburgh, PA 15221",2 wks Ago,$525 - 635,1-2 Bed,,412-329-4763,5.0,,39,Car-Dependent,44,Some Transit,"{'1 Bed': '$525', '2 Beds': '$635'}",,525.0,635.0,,,40.4099094,-79.8525631
144,146,https://www.apartments.com/northway-apartments-pittsburgh-pa/0fgsrw1/,Northway Apartments,Union Real Estate Company,"451 Browns Ln, Pittsburgh, PA 15237",2 wks Ago,$770,1 Bed,,412-536-5668,4.0,2 Renter Reviews,58,Somewhat Walkable,33,Some Transit,{'1 Bed': '$770'},,770.0,,,,40.5501157,-80.0230958
145,147,https://www.apartments.com/williamsburg-south-pittsburgh-pa/nw9njzm/,Williamsburg South,"NDC Real Estate, LLC","401-435 Abbeyville Rd, Pittsburgh, PA 15228",2 wks Ago,$755 - 995,1-2 Bed,,844-702-2096,4.0,2 Renter Reviews,58,Somewhat Walkable,49,Some Transit,"{'1 Bed': '$755 – 825', '2 Beds': '$885 – 995'}",,790.0,940.0,,,40.3511117,-80.0472289
146,148,https://www.apartments.com/greenbriar-village-pittsburgh-pa/m8lxvch/,Greenbriar Village,Union Real Estate Company,"1701 Greenvalley Dr, Pittsburgh, PA 15220",2 wks Ago,"$985 - 1,650",1-3 Bed,,412-568-3137,4.0,2 Renter Reviews,32,Car-Dependent,31,Some Transit,"{'1 Bed': '$985', '2 Beds': '$1,050 – 1,120', '3 Beds': '$1,450 – 1,650'}",,985.0,1085.0,1550.0,,40.3979919,-80.06179829999999
147,149,https://www.apartments.com/southpointe-towers-pittsburgh-pa/rpzl7s2/,Southpointe Towers,,"100 Cerasi Dr, Pittsburgh, PA 15122",2 wks Ago,"$670 - 1,249",1-3 Bed,,844-222-0127,4.0,2 Renter Reviews,14,Car-Dependent,41,Some Transit,"{'1 Bed': '$670 – 720', '2 Beds': '$825 – 1,249', '3 Beds': '$1,025'}",,695.0,1037.0,1025.0,,40.331128,-79.9403804
148,150,https://www.apartments.com/terrain-apartments-pittsburgh-pa/0rhljn2/,Terrain Apartments,,"700 Mansfield Ave, Pittsburgh, PA 15205",2 wks Ago,"$1,195",2 Bed,,412-924-8122,4.9,6 Renter Reviews,27,Car-Dependent,35,Some Transit,"{'2 Beds': '$1,195'}",,,1195.0,,,40.4173983,-80.06513
149,151,https://www.apartments.com/douglas-plaza-pittsburgh-pa/9sdcyc6/,Douglas Plaza,,"2405-2407 Laketon Rd, Pittsburgh, PA 15221",2 wks Ago,$620 - 770,Studio - 1 Bed,,844-592-0991,1.0,1 Renter Reviews,26,Car-Dependent,38,Some Transit,"{'Studio': '$620', '1 Bed': '$750 – 770'}",620.0,760.0,,,,40.4549287,-79.8599989
150,152,https://www.apartments.com/the-waterfront-munhall-pa/8gvtzh1/,The Waterfront,Berkshire,"611 E Waterfront Dr, Munhall, PA 15120",4 hrs Ago,"$1,392 - 2,559",1-3 Bed,,412-368-9408,5.0,,52,Somewhat Walkable,48,Some Transit,"{'1 Bed': '$1,392 – 2,033', '2 Beds': '$1,473 – 2,200', '3 Beds': '$2,003 – 2,559'}",,1712.5,1836.5,2281.0,,40.4143158,-79.9052768
151,159,https://www.apartments.com/maiden-bridge-canongate-apartments-pittsburgh-pa/qvg2rkx/,Maiden Bridge & Canongate Apartments,,"100 White Hampton Ln, Pittsburgh, PA 15236",New,"$1,072 - 3,300",Studio - 3 Bed,Available Now,844-808-3937,5.0,1 Renter Reviews,16,Car-Dependent,39,Some Transit,"{'Studio': '$1,486 – 1,927', '1 Bed': '$1,072 – 1,891', '2 Beds': '$1,313 – 2,443', '3 Beds': '$1,807 – 3,300'}",1706.5,1481.5,1878.0,2553.5,,40.3639882,-79.99729669999999
152,160,https://www.apartments.com/brittany-apartments-pittsburgh-pa/sng0556/,Brittany Apartments,,"1717 Penn Ave, Pittsburgh, PA 15221",10 hrs Ago,$657 - 912,Studio - 2 Bed,Available Now,800-821-6149,4.0,1 Renter Reviews,35,Car-Dependent,43,Some Transit,"{'Studio': '$657 – 707', '1 Bed': '$860', '2 Beds': '$912'}",682.0,860.0,912.0,,,40.4440053,-79.86587519999999
153,161,https://www.apartments.com/royal-manor-apartments-pittsburgh-pa/l8pvqdd/,Royal Manor Apartments,,"8900 Royal Manor Dr, Pittsburgh, PA 15101",10 hrs Ago,"$885 - 1,330",1-3 Bed,Available 04/10/20,844-319-9726,4.9,5 Renter Reviews,31,Car-Dependent,28,Some Transit,"{'1 Bed': '$885 – 1,130', '2 Beds': '$1,120 – 1,200', '3 Beds': '$1,300 – 1,330'}",,1007.5,1160.0,1315.0,,40.5672243,-80.0026766
154,162,https://www.apartments.com/101-central-sq-pittsburgh-pa/d8kq2ml/,101 Central Sq,,"101 Central Sq, Pittsburgh, PA 15228",New,"$750 - 1,175",Studio - 2 Bed,Available Now,724-915-1881,4.0,,84,Very Walkable,48,Some Transit,"{'Studio': '$750', '1 Bed': '$815 – 875', '2 Beds': '$1,100 – 1,175'}",750.0,845.0,1137.5,,,40.3801139,-80.04408339999999
155,163,https://www.apartments.com/wellington-one-pittsburgh-pa/s79lhw6/,Wellington One,,"153 Schwitter Ave, Pittsburgh, PA 15229",2 days Ago,"$1,000",2 Bed,Available Now,844-503-5882,4.0,2 Renter Reviews,60,Somewhat Walkable,35,Some Transit,"{'2 Beds': '$1,000'}",,,1000.0,,,40.52337,-80.033372
156,164,https://www.apartments.com/luna-lofts-pittsburgh-pa/f3hl5hs/,LUNA Lofts,,"410-416 N Craig St, Pittsburgh, PA 15213",6 days Ago,"$1,260 - 1,990",1-3 Bed,Available 03/16/20,412-837-3393,5.0,2 Renter Reviews,84,Very Walkable,69,Good Transit,"{'1 Bed': '$1,260', '2 Beds': '$1,465 – 1,840', '3 Beds': '$1,990'}",,1260.0,1652.5,1990.0,,40.4543418,-79.9538682
157,165,https://www.apartments.com/may-building-apartments-pittsburgh-pa/knhfyfc/,May Building Apartments,,"529 Liberty Ave, Pittsburgh, PA 15222",1 wk Ago,$775 - 915,Studio - 1 Bed,Available 12/31/20,844-898-8064,4.0,,100,Walker's Paradise,100,Rider's Paradise,"{'Studio': '$775', '1 Bed': '$915'}",775.0,915.0,,,,40.4419827,-80.0027139
158,166,https://www.apartments.com/southcrest-heights-pittsburgh-pa/rtlzex2/,Southcrest Heights,,"631 Southcrest Dr, Pittsburgh, PA 15226",1 wk Ago,"$740 - 1,060",1-3 Bed,Available Now,844-213-4502,4.0,,22,Car-Dependent,61,Good Transit,"{'1 Bed': '$740 – 840', '2 Beds': '$850 – 945', '3 Beds': '$1,030 – 1,060'}",,790.0,897.5,1045.0,,40.4074093,-80.0130386
159,167,https://www.apartments.com/ambassador-apartments-pittsburgh-pa/w9kbbch/,Ambassador Apartments,,"1601 Penn Ave, Pittsburgh, PA 15221",2 wks Ago,$825 - 895,1-2 Bed,Available Now,844-218-9867,4.0,4 Renter Reviews,32,Car-Dependent,45,Some Transit,"{'1 Bed': '$825', '2 Beds': '$895'}",,825.0,895.0,,,40.4432315,-79.8675619
160,168,https://www.apartments.com/sleepy-hollow-road-apartments-pittsburgh-pa/4py0wfl/,Sleepy Hollow Road Apartments,,"821-831 Sleepy Hollow Rd, Pittsburgh, PA 15234",2 wks Ago,$625 - 675,1 Bed,Not Available,412-329-4797,4.0,2 Renter Reviews,28,Car-Dependent,47,Some Transit,{'1 Bed': '$625 – 675'},,650.0,,,,40.3741248,-80.020888
161,169,https://www.apartments.com/sleepy-hollow-road-apartments-pittsburgh-pa/4py0wfl/,Sleepy Hollow Road Apartments,,"821-831 Sleepy Hollow Rd, Pittsburgh, PA 15234",2 wks Ago,$625 - 675,1 Bed,Not Available,412-329-4797,4.0,2 Renter Reviews,28,Car-Dependent,47,Some Transit,{'1 Bed': '$625 – 675'},,650.0,,,,40.3741248,-80.020888
162,170,https://www.apartments.com/essex-house-apartments-pittsburgh-pa/jlg7se5/,Essex House Apartments,,"5701 Centre Ave, Pittsburgh, PA 15206",2 wks Ago,"$1,240 - 1,850",1-2 Bed,Available Soon,844-632-4615,5.0,1 Renter Reviews,96,Walker's Paradise,71,Excellent Transit,"{'1 Bed': '$1,240 – 1,560', '2 Beds': '$1,530 – 1,850'}",,1400.0,1690.0,,,40.4576924,-79.9335078
163,171,https://www.apartments.com/negley-gardens-apartments-pittsburgh-pa/w70z6rl/,Negley Gardens Apartments,,"400 N Negley Ave, Pittsburgh, PA 15206",2 wks Ago,"$791 - 1,060",Studio - 2 Bed,Available 08/01/20,844-417-9457,4.0,,80,Very Walkable,64,Good Transit,"{'Studio': '$791', '1 Bed': '$796 – 895', '2 Beds': '$1,020 – 1,060'}",791.0,845.5,1040.0,,,40.4668121,-79.9282297
164,172,https://www.apartments.com/pendale-towers-pittsburgh-pa/n5e6hbm/,,,"460 Washington Rd, Pittsburgh, PA 15228",2 wks Ago,"$950 - 1,600",1-2 Bed,Available Now,844-536-4314,5.0,2 Renter Reviews,81,Very Walkable,49,Some Transit,"{'1 \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n2 Beds': '$950 – 1,185', '2 Beds': '$1,250 – 1,600'}",,,1425.0,,,40.3848869,-80.0443178
165,173,https://www.apartments.com/the-reserve-at-summerset-at-frick-park-pittsburgh-pa/wm9hrck/,The Reserve at Summerset at Frick Park,,"1435 Parkview Blvd, Pittsburgh, PA 15217",2 wks Ago,"$2,030",2 Bed,Available 05/15/20,844-564-8456,5.0,,11,Car-Dependent,40,Some Transit,"{'2 Beds': '$2,030'}",,,2030.0,,,40.4196073,-79.9163624
166,174,https://www.apartments.com/brinton-towers-pittsburgh-pa/5wq9geq/,Brinton Towers,,"3000 Locust St, Pittsburgh, PA 15221",2 wks Ago,Call for Rent,Studio - 1 Bed,Not Available,412-688-6259,4.0,,50,Somewhat Walkable,44,Some Transit,{'Studio\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n1 Bed': 'Call for Rent'},,,,,,40.4099094,-79.8525631
167,175,https://www.apartments.com/velma-court-pittsburgh-pa/rmx1hj1/,Velma Court,,"772 Greenfield Ave, Pittsburgh, PA 15217",2 wks Ago,$595 - 898,Studio - 2 Bed,Available Soon,844-203-8541,4.0,,69,Somewhat Walkable,46,Some Transit,"{'Studio': '$595', '1 Bed': '$645 – 770', '2 Beds': '$898'}",595.0,707.5,898.0,,,40.423949,-79.937536
168,176,https://www.apartments.com/greenhill-apartments-pittsburgh-pa/k7plz38/,Greenhill Apartments,,"4221 Winterburn Ave, Pittsburgh, PA 15207",2 wks Ago,$845 - 965,1-2 Bed,Not Available,724-519-0150,4.0,,66,Somewhat Walkable,46,Some Transit,"{'1 Bed': '$845', '2 Beds': '$965'}",,845.0,965.0,,,40.4227298,-79.9391631
169,177,https://www.apartments.com/claybourne-apartments-pittsburgh-pa/edpzvdn/,Claybourne Apartments,,"5435 Claybourne St, Pittsburgh, PA 15232",2 wks Ago,"$1,265 - 1,795",2 Bed,Available 03/10/20,412-924-8013,4.0,,95,Walker's Paradise,73,Excellent Transit,"{'2 Beds': '$1,265 – 1,795'}",,,1530.0,,,40.4555197,-79.9365401
170,178,https://www.apartments.com/seville-square-apartments-pittsburgh-pa/6m49dmt/,Seville Square Apartments,,"4297 Greensburg Pike, Pittsburgh, PA 15221",2 wks Ago,"$610 - 1,255",Studio - 3 Bed,Available Soon,844-712-9020,5.0,,39,Car-Dependent,34,Some Transit,"{'Studio': '$610 – 640', '1 Bed': '$670 – 725', '2 Beds': '$845 – 875', '3 Beds': '$1,255'}",625.0,697.5,860.0,1255.0,,40.4188209,-79.83971269999999
171,179,https://www.apartments.com/oakland-bates-apartments-pittsburgh-pa/g5w6zkx/,Oakland-Bates Apartments,,"403 Oakland Ave, Pittsburgh, PA 15213",2 wks Ago,"$690 - 2,700",Studio - 4 Bed,Available Soon,412-357-6678,4.0,,92,Walker's Paradise,69,Good Transit,"{'Studio': '$690', '1 Bed': '$745 – 805', '2 Beds': '$1,445', '4 Beds': '$2,700'}",690.0,775.0,1445.0,,2700.0,40.4385145,-79.9529146
172,180,https://www.apartments.com/oakland-bates-apartments-pittsburgh-pa/g5w6zkx/,Oakland-Bates Apartments,,"403 Oakland Ave, Pittsburgh, PA 15213",2 wks Ago,"$690 - 2,700",Studio - 4 Bed,Available Soon,412-357-6678,4.0,,92,Walker's Paradise,69,Good Transit,"{'Studio': '$690', '1 Bed': '$745 – 805', '2 Beds': '$1,445', '4 Beds': '$2,700'}",690.0,775.0,1445.0,,2700.0,40.4385145,-79.9529146
173,181,https://www.apartments.com/hampshire-house-pittsburgh-pa/crt7ete/,Hampshire House,,"195 Mount Lebanon Blvd, Pittsburgh, PA 15228",2 wks Ago,"$655 - 1,180",Studio - 3 Bed,Available Soon,844-225-6159,4.0,,59,Somewhat Walkable,49,Some Transit,"{'Studio': '$655 – 690', '1 Bed': '$895 – 935', '2 Beds': '$960 – 1,120', '3 Beds': '$1,150 – 1,180'}",672.5,915.0,1040.0,1165.0,,40.3683033,-80.0388102
174,182,https://www.apartments.com/frick-park-village-pittsburgh-pa/ldrlfyf/,Frick Park Village,,"208 Rebecca Ave, Pittsburgh, PA 15221",2 wks Ago,$775 - 895,1-2 Bed,Available Soon,844-304-1864,3.0,1 Renter Reviews,68,Somewhat Walkable,63,Good Transit,"{'1 Bed': '$775', '2 Beds': '$880 – 895'}",,775.0,887.5,,,40.4421722,-79.8934127
175,184,https://www.apartments.com/cedar-ridge-senior-apartments-pittsburgh-pa/psh8hvs/,Cedar Ridge Senior Apartments,,"200 Cedar Ridge Dr, Pittsburgh, PA 15205",2 wks Ago,"$1,160 - 1,375",1-2 Bed,Available Soon,844-391-0722,5.0,,15,Car-Dependent,22,Minimal Transit,"{'1 Bed': '$1,160', '2 Beds': '$1,270 – 1,375'}",,1160.0,1322.5,,,40.44740030000001,-80.1075245
176,185,https://www.apartments.com/hillcrest-apartments-pittsburgh-pa/g9dvfkw/,Hillcrest Apartments,,"13 Hillcrest Dr, Pittsburgh, PA 15202",2 wks Ago,$695 - 795,1-2 Bed,Available Soon,844-266-0145,4.0,2 Renter Reviews,48,Car-Dependent,37,Some Transit,"{'1 Bed': '$695', '2 Beds': '$795'}",,695.0,795.0,,,40.50569489999999,-80.0602809
177,186,https://www.apartments.com/greenview-apartments-pittsburgh-pa/zzcmdnx/,Greenview Apartments,,"6633 Saltsburg Rd, Pittsburgh, PA 15235",2 wks Ago,$595 - 695,1-2 Bed,Available Soon,844-750-4742,4.0,,37,Car-Dependent,28,Some Transit,"{'1 Bed': '$595', '2 Beds': '$695'}",,595.0,695.0,,,40.4816402,-79.8056883
178,187,https://www.apartments.com/brentwood-townhomes-brentwood-pa/3s2x5pf/,Brentwood Townhomes,,"3367 Jameson Dr, Brentwood, PA 15227",2 wks Ago,$800,2 Bed,Available Now,844-479-3425,4.0,1 Renter Reviews,69,Somewhat Walkable,43,Some Transit,{'2 Beds': '$800'},,,800.0,,,40.3731802,-79.9845548
